"spelling.errors","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"hermanos","nosher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abuelos","fabulous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"granmother","grandmother","gran mother","gran-mother","grandfather",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stepsibelings","steppingstone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"realted","related","reacted","real ted","real-ted","altered","maltreated","treated",NA,NA,NA,NA,NA,NA,NA,NA
"bloodfamily","blood family","blood-family","bloodily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"longlost","long lost","long-lost","stolon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fmaily","family",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"inlaw","inlay","in law","in-law","inland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"motehr","mother","mote hr","mote-hr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"siter","rites","site","sister","sitter","sifter","sites","sitar","niter","liter","sited","miter","biter","sizer","sit er","sit-er"
"familey","family","familial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"engagments","engagements","engagement","entanglements","fragments","managements",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sittting","sitting","slitting","spitting","splitting","stetting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lazyness","laziness","lazybones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nondangerous","non dangerous","non-dangerous","dangerous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stess","stress","stets","stems","steps","stews","testes","hostess","states","tests",NA,NA,NA,NA,NA,NA
"allowpermit","allow permit","allow-permit","permittivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unforgetful","unforgettable","forgetful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wingmen","wing men","wing-men","workingmen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"contraversie","contravention","controversial","contravene","conversant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tangably","tangibly","tang ably","tang-ably","tangible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hippocrate","hippo crate","hippo-crate","hippocampus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beleiving","believing","belling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deciplent","recipient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"figuresi","figures","figures i","figure's","figure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ultimacy","ultimatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dumbed","numbed","dumber","dumped","dubbed","dumb ed","dumb-ed","dumb",NA,NA,NA,NA,NA,NA,NA,NA
"nondenominations","non denominations","non-denominations","nondenominational","denominational","nondiscrimination","nomination's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"hindosim","hindmost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"godsatan","grandstand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"heavenhell","heaven hell","heaven-hell","heavenly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orginated","originated","originate","coordinated","ordinate","invigorated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atheis","atheist","atheism","theist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"psuedoreligions","coreligionists",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"whowhat","who what","who-what","what",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spitirual","spiritual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"straightandnarrow","straightforwardness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"highercalling","higher calling","higher-calling","calligrapher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"antimater","antimatter","anti mater","anti-mater","intimate","anteater","animate","termagant",NA,NA,NA,NA,NA,NA,NA,NA
"godfearing","god fearing","god-fearing","endearing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sapidity","rapidity","vapidity","stupidity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sapor","savor","vapor","sap or","sap-or","seaport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"smartassed","smartened","asserted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reminess","remissness","reminisces","creaminess","dreaminess",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alzhiemers","altimeters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ablility","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reminice","reminisce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"concience","conscience","convenience","coincidence","concierge","continence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forgeting","forgetting","forge ting","forge-ting","forgoing","forging","forefinger","forget",NA,NA,NA,NA,NA,NA,NA,NA
"inportant","important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unloader","unloaded","unload er","unload-er","loader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"detacher","detaches","detached","detach er","detach-er","detach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"appartment","apartment","department","compartment","apparent","appointment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evection","eviction","erection","election","convection","ejection","connection","convective",NA,NA,NA,NA,NA,NA,NA,NA
"aparment","apartment","apparent","armament","endearment","entrapment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"uhaul","haul","u haul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unowned","uncrowned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"imitatean","imitate an","imitate-an","imitate","animate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"foodbe","foodie","food be","food-be",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"intermittenly","intermittently","intermittency","intermittent","intermittence","interminably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"repetere","repeater","repertoire","replete","preterit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reprize","reprized","reprise","reprice","re prize","re-prize","prize",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ingeminate","inseminate","germinate","effeminate","terminate","eliminate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fictionalise","fictionalize","fictionalization","sectionalism","fictional","functionalist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"repatting","re patting","re-patting","repatriating","repainting","repeating","repudiating",NA,NA,NA,NA,NA,NA,NA,NA,NA
"parden","pander","pardon","garden","harden","warden","par den","par-den","pardner",NA,NA,NA,NA,NA,NA,NA
"againto","again to","again-to","again",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reshowing","resowing","re showing","re-showing","showing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"repeatmimic","repeat mimic","repeat-mimic","repeating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"talkingto","talking to","talking-to","stalking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tellingoff","telling off","telling-off","telling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tonguelashing","tongue lashing","tongue-lashing","astonishing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"restamp","re stamp","re-stamp","res tamp","res-tamp","rest amp","rest-amp","stamper","tamperer","stamp",NA,NA,NA,NA,NA,NA
"cabrite","cab rite","cab-rite","fabricate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"touge","rouge","gouge","tough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"lizzard","lizard","blizzard","gizzard","wizard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tounges","tongues","lounges","scrounges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crocidile","crocodile","credible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"smily","slimy","smiley","smile","Emily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"instects","insects","inspects","instincts","intersects","interjects","intellects",NA,NA,NA,NA,NA,NA,NA,NA,NA
"varys","vary","vars","vary s","vagary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"selfgovernment","self government","self-government","misgovernment","governmental","government",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"formere","former","for mere","for-mere","form ere","form-ere","former e","reformed","formed","forevermore","forearm",NA,NA,NA,NA,NA
"antidemocrat","anti democrat","anti-democrat","antidemocratic","nondemocratic","democratization","democratic",NA,NA,NA,NA,NA,NA,NA,NA,NA
"reptilia","reptilian","reptile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"goverenment","government",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"politcal","political",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"democraticrepublican","democratic republican","democratic-republican","bureaucratically",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nonprogressive","non progressive","non-progressive","progressiveness","progressive","retrogressive","progression",NA,NA,NA,NA,NA,NA,NA,NA,NA
"businesscentric","businesswomen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rescuemission","rescue mission","rescue-mission","recommission","rescission",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rescueme","rescue me","rescue-me","rescue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"soterial","esoterically",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"allinclusive","all inclusive","all-inclusive","inclusiveness","noninclusive","inclusive","allusiveness",NA,NA,NA,NA,NA,NA,NA,NA,NA
"personhood","person hood","person-hood","personalized",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"waitresseswaiters","waitresses waiters","waitresses-waiters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"threws","threes","threw","thews","trews","shrews","throws","threw s","thresh",NA,NA,NA,NA,NA,NA,NA
"waitors","waiters","traitors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sitdown","sit down","sit-down","shutdown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"restaurantit","restaurant it","restaurant-it","restaurant","restaurateur","resistant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"servents","servants","serpents","servant","seventeen","server",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nono","noon","mono","non","none","Bono","no no","no-no","non o","no",NA,NA,NA,NA,NA,NA
"oad","pad","oaf","ad","road","toad","load","goad","woad","ado","sad","oar","rad","oat","tad","old"
"perserve","preserve","perverse","per serve","per-serve","persevere","perversity","perversion","pervert",NA,NA,NA,NA,NA,NA,NA
"quck","quick","quack","suck","ruck","tuck","luck","duck","muck","puck","buck","yuck","Puck","Huck","Buck",NA
"whitty","witty","whitey","whit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ealier","earlier","mealier","easier","dallier","tallier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gaterade","derogate","degenerate","gradate","grader",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"backwad","backward","back wad","back-wad","backwash",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vengefulness","eventfulness","gleefulness","vengeful","usefulness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"klingons","inklings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eyeforaneye","eyeopener",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"reenergizing","re energizing","re-energizing","energizing","generalizing","engineering","energizer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"nursry","nursery","nurser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"orangesilver","orange silver","orange-silver","orangery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"simmilar","similar","assimilate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"liturature","literature","ligature","litterateur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poetrysongwriting","poetry songwriting","poetry-songwriting","screenwriting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"chorse","chores","chore","chose","horse","choose","c horse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"wods","words","woods","wolds","woes","weds","sods","wads","nods","rods","woos","cods","wogs","gods","mods","pods"
"simular","similar","simulacra","simulator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cadency","cadence","cad ency","cad-ency","decadency","decency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"decreative","decorative","creative","declarative","derivative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ribband","rib band","rib-band","wristband",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"enternal","enteral","eternal","internal","external","alternate","paternal","maternal",NA,NA,NA,NA,NA,NA,NA,NA
"barbque","barque","baroque","barbecue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"isolations","isolation","isolation's","isolation s","consolations","consolation","desolation","installations",NA,NA,NA,NA,NA,NA,NA,NA
"xray","cray","ray","tray","dray","gray","pray","bray","fray","Cray","Gray","Bray","x ray",NA,NA,NA
"causs","cuss","causes","cause","Gauss","caucus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bbqed","bobbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apatizing","apostatizing","appetizing","patronizing","patting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"innercostals","continentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cylindar","cylinder","cylindrical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"daves","saved","saves","faves","daces","deaves","eaves","dives","naves","dares","raves","dates","doves","dales","laves","caves"
"barbqued","barbecued","barbed","barque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sekelital","skeletal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"barbaque","barque","barbecue","baroque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yourseld","yourself","yourselves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cocolate","chocolate","coco late","coco-late","collate","collocate","percolate","conflate",NA,NA,NA,NA,NA,NA,NA,NA
"villanous","villainous","villa nous","villa-nous","villains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"saavy","savvy","savoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"manisons","mansions","mansion","animations","masons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"abondance","abundance","abidance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"escalade","escalate","escapade","cascade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"straphanger","strap hanger","strap-hanger","stranger","strangler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"knowingful","knowing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"knowledgble","knowledgeable","knowledgeably","knowledge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"legitament","regimental","entanglement","entitlement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"righthanded","right handed","right-handed","highhanded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ammendment","amendment","commandment","endearment","medicament",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"untillproven","providential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"borned","borne","bored","boned","corned","burned","horned","born ed","born-ed","borne d",NA,NA,NA,NA,NA,NA
"abolishment","establishment","abashment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"eithical","ethical","mythical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trun","turn","tun","run","trunk","runt","true","tron","trug","t run",NA,NA,NA,NA,NA,NA
"destrimination","discrimination","predestination","determination","destination",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"inherentness","intentness","inherent","recentness","inertness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"deservedness","reservedness","deserved","derisiveness","perverseness","nervelessness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"constitutionamendments","constitution amendments","constitution-amendments","institutionalization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"adamantine","adamant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unpermissive","permissiveness","permissive","unpersuasive","supermassive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jewry","jury","Jewry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"diamong","diamond","among",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jewley","jewelry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dimond","diamond","demimonde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cirus","virus","cirrus","citrus","circus","cir us","cir-us",NA,NA,NA,NA,NA,NA,NA,NA,NA
"dinonds","diamonds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"jewellery","jeweler","jewelry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"youu","you","yous","your","you u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"carot","cart","carrot","caret","carat","tarot","carol","carom","carob","ca rot","ca-rot","carotid",NA,NA,NA,NA
"expenceive","expensive","experience","expedience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"masshysteria","mass hysteria","mass-hysteria","hysteria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"freeforall","forestall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"critisize","criticize","criticism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tumestone","limestone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"apperal","apparel","appeal","rapper","puerperal","rappel","raper",NA,NA,NA,NA,NA,NA,NA,NA,NA
"riped","roped","ripe","griped","ripped","pried","raped","ripen","riper","riled","riced","rimed","piped","biped","rived","wiped"
"sicossors","scissors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shread","shred","shared","thread","spread","shrewd","sh read","sh-read",NA,NA,NA,NA,NA,NA,NA,NA
"frusturating","frustrating","frustration","rusticating",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dealth","dealt","death","dearth","health","wealth","dealt h",NA,NA,NA,NA,NA,NA,NA,NA,NA
"jip","jeep","hip","kip","sip","nip","rip","tip","lip","dip","jig","pip","jib","yip","zip","Kip"
"ceremonyoften","ceremony often","ceremony-often","ceremonious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"candleburning","candle burning","candle-burning","candlelight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"semireligious","semi religious","semi-religious","irreligious","religiousness","nonreligious","religious",NA,NA,NA,NA,NA,NA,NA,NA,NA
"aggies","baggies","Baggies","jaggies","haggises",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rereational","recreational","relational","international","operational","realization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"riverwave","river wave","river-wave","wavering","waverer","waiver",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"definte","define","definite","defiant","intended",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"blueholes","blue holes","blue-holes","blowholes","solubles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rophy","ropy","trophy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"roofy","roof","roofs","goofy","roomy","roof y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"assfault","assault","ass fault","ass-fault","faultless",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"winedy","wined","windy","winery","wined y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"curvey","curve","curvy","curves","survey","curved","purvey","curve y",NA,NA,NA,NA,NA,NA,NA,NA
"apocolyptic","apocalyptic","apologetically",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"asfault","assault","as fault","as-fault","fault",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"driveable","derivable","drive able","drive-able","deliverable","driveler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unbased","unbiased","uncased","unbaked","unabashed","based",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"unsystematically","unsystematic ally","unsystematic-ally","systematically","unsympathetically","systematical","materialistically",NA,NA,NA,NA,NA,NA,NA,NA,NA
"guygirl","guy girl","guy-girl","playgirl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forcfull","forceful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"indignified","undignified","in dignified","in-dignified","dignified","indemnified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hiest","highest","heist","hies","hist","shiest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fearbased","fear based","fear-based","freebased",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hiast","hist","hast","hiatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"breakins","breaking","break ins","break-ins","breakdowns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"skimask","ski mask","ski-mask","skim ask","skim-ask","skim","mask",NA,NA,NA,NA,NA,NA,NA,NA,NA
"stronge","strong","stronger","strange","strong e","estrogen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"feminie","feminine","feminize","feminism","feminist","femininity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"volumnous","voluminous","voluptuous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muscley","muscle","muscly","muscles","muscled","muscle y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"michales","mic hales","mic-hales","chalices","chamomiles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shpes","shoes","shes","shapes","shies","shoppes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"crystle","crystal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"exsloration","exploration","exoneration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"atomsphere","atmosphere","atom sphere","atom-sphere","stratosphere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gos","hos","god","go","gs","goes","egos","gods","gosh","gobs","go's","gas","nos","got","goo","cos"
"highmiddle","high middle","high-middle","middleweight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"astronate","astronaut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rockandroll","rockabilly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"endocarp","endocarditis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"androll","an droll","an-droll","and roll","and-roll","droll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"artic","attic","aortic","arctic","antic","article","artistic","tartaric",NA,NA,NA,NA,NA,NA,NA,NA
"objcects","objects","object",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rocksin","rock sin","rock-sin","rocks in","rocks-in","rockiness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"peforms","performs","preforms","reforms","deforms","perform","forms",NA,NA,NA,NA,NA,NA,NA,NA,NA
"granites","granite","granite's","granite s","grantees","gravitates","denigrates","grates",NA,NA,NA,NA,NA,NA,NA,NA
"rockstar","rock star","rock-star","rocks tar","rocks-tar","jockstrap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ratssquirrels","rats squirrels","rats-squirrels","equilaterals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rodentia","rodent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pilotcombatant","pilot combatant","pilot-combatant","noncombatant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"backstaber","backstabber","backstair","backstage","backstreet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"decitful","deceitful","delightful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"palin","plain","lapin","pain","paling","pal in","pal-in","paladin",NA,NA,NA,NA,NA,NA,NA,NA
"decetiful","deceitful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"romanist","romanticist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"amore","more","Mamore","adore","a more","am ore","am-ore",NA,NA,NA,NA,NA,NA,NA,NA,NA
"bunkbed","bunked","bunk bed","bunk-bed","bundled",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"congragate","congregate","congratulate","congregation","congregant","conglomerate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"singlular","singular","glaring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bes","bed","be","es","bees","best","bets","beds","begs","beys","byes","bee","bis","res","bet","bus"
"reciptacle","receptacle","precipitate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"oneperson","one person","one-person","foreperson","nonperson","personnel","personae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"multiperson","multi person","multi-person","antipersonnel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dishestvetc","dishevelment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"habitor","habit or","habit-or","habit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"livein","liven","live in","live-in","live","vein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"henhouse","hen house","hen-house","greenhouse","housemen","house",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"destinct","distinct","destine","destiny","instinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
